"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"8D9ZCVWU","conferencePaper","2018","Hassanzadeh, Oktie; Trewin, Shari; Gliozzo, Alfio","Semantic concept discovery over event databases","The semantic web - 15th international conference, ESWC 2018, heraklion, crete, greece, june 3-7, 2018, proceedings","","","10.1007/978-3-319-93417-4\_19","https://doi.org/10.1007/978-3-319-93417-4_19","","2018","2023-12-30 21:23:30","2023-12-30 21:23:30","","288–303","","","10843","","","","Lecture notes in computer science","","","","Springer","","","","","","","","","Citation Key: DBLP:conf/esws/HassanzadehTG18 tex.bibsource: dblp computer science bibliography, https://dblp.org tex.timestamp: Tue, 14 May 2019 10:00:44 +0200","","; /Users/oktie/Zotero/storage/VDUIA4L7/Hassanzadeh et al_2018_Semantic concept discovery over event databases.pdf","https://dblp.org/rec/conf/esws/HassanzadehTG18.bib","","","Gangemi, Aldo; Navigli, Roberto; Vidal, Maria-Esther; Hitzler, Pascal; Troncy, Raphaël; Hollink, Laura; Tordai, Anna; Alam, Mehwish","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZHB2TJ72","conferencePaper","2018","Sohrabi, Shirin; Katz, Michael; Hassanzadeh, Oktie; Udrea, Octavian; Feblowitz, Mark D.","IBM scenario planning advisor: Plan recognition as AI planning in practice","Proceedings of the twenty-seventh international joint conference on artificial intelligence, IJCAI 2018, july 13-19, 2018, stockholm, sweden","","","10.24963/IJCAI.2018/864","https://doi.org/10.24963/ijcai.2018/864","","2018","2023-12-30 21:23:30","2023-12-30 21:23:30","","5865–5867","","","","","","","","","","","ijcai.org","","","","","","","","","Citation Key: DBLP:conf/ijcai/Sohrabi0HUF18 tex.bibsource: dblp computer science bibliography, https://dblp.org tex.timestamp: Fri, 09 Apr 2021 01:00:00 +0200","","; /Users/oktie/Zotero/storage/KK2NMCKN/Sohrabi et al_2018_IBM scenario planning advisor.pdf","https://dblp.org/rec/conf/ijcai/Sohrabi0HUF18.bib","","","Lang, Jérôme","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SCR9XLDA","conferencePaper","2019","Hassanzadeh, Oktie; Bhattacharjya, Debarun; Feblowitz, Mark; Srinivas, Kavitha; Perrone, Michael; Sohrabi, Shirin; Katz, Michael","Answering binary causal questions through large-scale text mining: An evaluation using cause-effect pairs from human experts","Proceedings of the twenty-eighth international joint conference on artificial intelligence, IJCAI 2019, macao, china, august 10-16, 2019","","","10.24963/IJCAI.2019/695","https://doi.org/10.24963/ijcai.2019/695","","2019","2023-12-30 21:23:30","2023-12-30 21:23:30","","5003–5009","","","","","","","","","","","ijcai.org","","","","","","","","","Citation Key: DBLP:conf/ijcai/HassanzadehBFSP19 tex.bibsource: dblp computer science bibliography, https://dblp.org tex.timestamp: Fri, 09 Apr 2021 01:00:00 +0200","","","https://dblp.org/rec/conf/ijcai/HassanzadehBFSP19.bib","","","Kraus, Sarit","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NNVKHHDM","conferencePaper","2019","Galhotra, Sainyam; Khurana, Udayan; Hassanzadeh, Oktie; Srinivas, Kavitha; Samulowitz, Horst; Qi, Miao","Automated feature enhancement for predictive modeling using external knowledge","2019 international conference on data mining workshops, ICDM workshops 2019, beijing, china, november 8-11, 2019","","","10.1109/ICDMW.2019.00161","https://doi.org/10.1109/ICDMW.2019.00161","","2019","2023-12-30 21:23:29","2023-12-30 21:23:29","","1094–1097","","","","","","","","","","","IEEE","","","","","","","","","Citation Key: DBLP:conf/icdm/GalhotraKHSSQ19 tex.bibsource: dblp computer science bibliography, https://dblp.org tex.timestamp: Fri, 09 Apr 2021 01:00:00 +0200","","","https://dblp.org/rec/conf/icdm/GalhotraKHSSQ19.bib","","","Papapetrou, Panagiotis; Cheng, Xueqi; He, Qing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ILA886CD","book","2020","","Proceedings of the 15th International Workshop on Ontology Matching co-located with the 19th International Semantic Web Conference (ISWC 2020), Virtual conference (originally planned to be in Athens, Greece), November 2, 2020","","","","","https://ceur-ws.org/Vol-2788","","2020","2023-12-30 21:23:29","2023-12-30 21:23:29","","","","","2788","","","","CEUR workshop proceedings","","","","CEUR-WS.org","","","","","","","","","Citation Key: DBLP:conf/semweb/2020om tex.bibsource: dblp computer science bibliography, https://dblp.org tex.timestamp: Fri, 10 Mar 2023 00:00:00 +0100 tex.urn: urn:nbn:de:0074-2788-2","","; /Users/oktie/Zotero/storage/5E4FWNZ2/Shvaiko et al_2020_Proceedings of the 15th International Workshop on Ontology Matching co-located.pdf","https://dblp.org/rec/conf/semweb/2020om.bib","","","Shvaiko, Pavel; Euzenat, Jérôme; Jiménez-Ruiz, Ernesto; Hassanzadeh, Oktie; Trojahn, Cássia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IVQ9NSNS","book","2020","","Proceedings of the semantic web challenge on tabular data to knowledge graph matching (SemTab 2020) co-located with the 19th international semantic web conference (ISWC 2020), virtual conference (originally planned to be in athens, greece), november 5, 2020","","","","","https://ceur-ws.org/Vol-2775","","2020","2023-12-30 21:23:29","2023-12-30 21:23:29","","","","","2775","","","","CEUR workshop proceedings","","","","CEUR-WS.org","","","","","","","","","Citation Key: DBLP:conf/semweb/2020semtab tex.bibsource: dblp computer science bibliography, https://dblp.org tex.timestamp: Fri, 10 Mar 2023 00:00:00 +0100 tex.urn: urn:nbn:de:0074-2775-8","","; /Users/oktie/Zotero/storage/FC8PFALH/Jiménez-Ruiz et al_2020_Proceedings of the semantic web challenge on tabular data to knowledge graph.pdf","https://dblp.org/rec/conf/semweb/2020semtab.bib","","","Jiménez-Ruiz, Ernesto; Hassanzadeh, Oktie; Efthymiou, Vasilis; Chen, Jiaoyan; Srinivas, Kavitha; Cutrona, Vincenzo","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2T2B8GS6","book","2020","","Proceedings of the 14th international workshop on ontology matching co-located with the 18th international semantic web conference (ISWC 2019), auckland, new zealand, october 26, 2019","","","","","https://ceur-ws.org/Vol-2536","","2020","2023-12-30 21:23:29","2023-12-30 21:23:29","","","","","2536","","","","CEUR workshop proceedings","","","","CEUR-WS.org","","","","","","","","","Citation Key: DBLP:conf/semweb/2019om tex.bibsource: dblp computer science bibliography, https://dblp.org tex.timestamp: Fri, 10 Mar 2023 00:00:00 +0100 tex.urn: urn:nbn:de:0074-2536-1","","; /Users/oktie/Zotero/storage/JVAULIJ2/Shvaiko et al_2020_Proceedings of the 14th international workshop on ontology matching co-located.pdf","https://dblp.org/rec/conf/semweb/2019om.bib","","","Shvaiko, Pavel; Euzenat, Jérôme; Jiménez-Ruiz, Ernesto; Hassanzadeh, Oktie; Trojahn, Cássia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LAQLJWK2","journalArticle","2019","Sohrabi, Shirin; Katz, Michael; Hassanzadeh, Oktie; Udrea, Octavian; Feblowitz, Mark D.; Riabov, Anton","IBM scenario planning advisor: Plan recognition as AI planning in practice","AI Commun.","","","10.3233/AIC-180602","https://doi.org/10.3233/AIC-180602","","2019","2023-12-30 21:23:29","2023-12-30 21:23:29","","1–13","","1","32","","","","","","","","","","","","","","","","","Citation Key: DBLP:journals/aicom/SohrabiKHUFR19 tex.bibsource: dblp computer science bibliography, https://dblp.org tex.timestamp: Fri, 09 Apr 2021 01:00:00 +0200","","; /Users/oktie/Zotero/storage/IEC7P82D/IBM_Scenario_Planning_Advisor__Plan_Recognition_as_AI_Planning_in_Practice.pdf","https://dblp.org/rec/journals/aicom/SohrabiKHUFR19.bib","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GMMLYAJ2","book","2020","","Proceedings of the semantic web challenge on tabular data to knowledge graph matching co-located with the 18th international semantic web conference, SemTab@ISWC 2019, auckland, new zealand, october 30, 2019","","","","","https://ceur-ws.org/Vol-2553","","2020","2023-12-30 21:23:29","2023-12-30 21:23:29","","","","","2553","","","","CEUR workshop proceedings","","","","CEUR-WS.org","","","","","","","","","Citation Key: DBLP:conf/semweb/2019semtab tex.bibsource: dblp computer science bibliography, https://dblp.org tex.timestamp: Fri, 10 Mar 2023 00:00:00 +0100 tex.urn: urn:nbn:de:0074-2553-7","","; /Users/oktie/Zotero/storage/AH2TVTFP/Jiménez-Ruiz et al_2020_Proceedings of the semantic web challenge on tabular data to knowledge graph.pdf","https://dblp.org/rec/conf/semweb/2019semtab.bib","","","Jiménez-Ruiz, Ernesto; Hassanzadeh, Oktie; Srinivas, Kavitha; Efthymiou, Vasilis; Chen, Jiaoyan","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"F6ZVZBE8","bookSection","2020","Sohrabi, Shirin; Udrea, Octavian; Riabov, Anton; Hassanzadeh, Oktie","Interactive planning-based hypothesis generation with LTS+ +","Knowledge engineering tools and techniques for AI planning","","","","https://doi.org/10.1007/978-3-030-38561-3_10","","2020","2023-12-30 21:23:29","2023-12-30 21:23:29","","189–207","","","","","","","","","","","Springer","","","","","","","","","Citation Key: DBLP:books/sp/20/SohrabiURH20 DOI: 10.1007/978-3-030-38561-3\_10 tex.bibsource: dblp computer science bibliography, https://dblp.org tex.timestamp: Tue, 07 Apr 2020 16:05:28 +0200","","","https://dblp.org/rec/books/sp/20/SohrabiURH20.bib","","","Vallati, Mauro; Kitchin, Diane E.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"D8U3GN6N","conferencePaper","2020","Jiménez-Ruiz, Ernesto; Hassanzadeh, Oktie; Efthymiou, Vasilis; Chen, Jiaoyan; Srinivas, Kavitha; Cutrona, Vincenzo","Results of SemTab 2020","Proceedings of the semantic web challenge on tabular data to knowledge graph matching (SemTab 2020) co-located with the 19th international semantic web conference (ISWC 2020), virtual conference (originally planned to be in athens, greece), november 5, 2020","","","","https://ceur-ws.org/Vol-2775/paper0.pdf","","2020","2023-12-30 21:23:29","2023-12-30 21:23:29","","1–8","","","2775","","","","CEUR workshop proceedings","","","","CEUR-WS.org","","","","","","","","","Citation Key: DBLP:conf/semweb/Jimenez-RuizHEC20 tex.bibsource: dblp computer science bibliography, https://dblp.org tex.timestamp: Fri, 10 Mar 2023 16:23:09 +0100","","; /Users/oktie/Zotero/storage/I2LP3G5Q/Jiménez-Ruiz et al_2020_Results of SemTab 2020.pdf","https://dblp.org/rec/conf/semweb/Jimenez-RuizHEC20.bib","","","Jiménez-Ruiz, Ernesto; Hassanzadeh, Oktie; Efthymiou, Vasilis; Chen, Jiaoyan; Srinivas, Kavitha; Cutrona, Vincenzo","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IUX3QRH4","conferencePaper","2020","Hassanzadeh, Oktie; Bhattacharjya, Debarun; Feblowitz, Mark; Srinivas, Kavitha; Perrone, Michael; Sohrabi, Shirin; Katz, Michael","Causal knowledge extraction through large-scale text mining","The thirty-fourth AAAI conference on artificial intelligence, AAAI 2020, the thirty-second innovative applications of artificial intelligence conference, IAAI 2020, the tenth AAAI symposium on educational advances in artificial intelligence, EAAI 2020, new york, NY, USA, february 7-12, 2020","","","10.1609/AAAI.V34I09.7092","https://doi.org/10.1609/aaai.v34i09.7092","","2020","2023-12-30 21:23:29","2023-12-30 21:23:29","","13610–13611","","","","","","","","","","","AAAI Press","","","","","","","","","Citation Key: DBLP:conf/aaai/HassanzadehBFSP20 tex.bibsource: dblp computer science bibliography, https://dblp.org tex.timestamp: Mon, 04 Sep 2023 12:29:24 +0200","","; /Users/oktie/Zotero/storage/MEIRF53H/Hassanzadeh et al_2020_Causal knowledge extraction through large-scale text mining.pdf","https://dblp.org/rec/conf/aaai/HassanzadehBFSP20.bib","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TGCDA9EU","conferencePaper","2020","Jiménez-Ruiz, Ernesto; Hassanzadeh, Oktie; Efthymiou, Vasilis; Chen, Jiaoyan; Srinivas, Kavitha","SemTab 2019: Resources to benchmark tabular data to knowledge graph matching systems","The semantic web - 17th international conference, ESWC 2020, heraklion, crete, greece, may 31-June 4, 2020, proceedings","","","10.1007/978-3-030-49461-2\_30","https://doi.org/10.1007/978-3-030-49461-2_30","","2020","2023-12-30 21:23:29","2023-12-30 21:23:29","","514–530","","","12123","","","","Lecture notes in computer science","","","","Springer","","","","","","","","","Citation Key: DBLP:conf/esws/Jimenez-RuizHEC20 tex.bibsource: dblp computer science bibliography, https://dblp.org tex.timestamp: Sun, 02 Oct 2022 01:00:00 +0200","","; /Users/oktie/Zotero/storage/UH28WXVL/Jiménez-Ruiz et al_2020_SemTab 2019.pdf","https://dblp.org/rec/conf/esws/Jimenez-RuizHEC20.bib","","","Harth, Andreas; Kirrane, Sabrina; Ngomo, Axel-Cyrille Ngonga; Paulheim, Heiko; Rula, Anisa; Gentile, Anna Lisa; Haase, Peter; Cochez, Michael","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3XT35TGG","journalArticle","2021","Papadakis, George; Efthymiou, Vasilis; Thanos, Emanouil; Hassanzadeh, Oktie","Bipartite graph matching algorithms for entity resolution: An empirical evaluation","CoRR","","","","https://arxiv.org/abs/2112.14030","","2021","2023-12-30 21:23:29","2023-12-30 21:23:29","","","","","abs/2112.14030","","","","","","","","","","","","","","","","","Citation Key: DBLP:journals/corr/abs-2112-14030 arXiv: 2112.14030 tex.bibsource: dblp computer science bibliography, https://dblp.org tex.timestamp: Tue, 04 Jan 2022 00:00:00 +0100","","; /Users/oktie/Zotero/storage/I4ZIGTLU/Papadakis et al_2021_Bipartite graph matching algorithms for entity resolution.pdf","https://dblp.org/rec/journals/corr/abs-2112-14030.bib","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HNNLPTDV","conferencePaper","2021","Hassanzadeh, Oktie","Predicting the future with wikidata and wikipedia","Proceedings of the ISWC 2021 posters, demos and industry tracks: From novel ideas to industrial practice co-located with 20th international semantic web conference (ISWC 2021), virtual conference, october 24-28, 2021","","","","https://ceur-ws.org/Vol-2980/paper322.pdf","","2021","2023-12-30 21:23:29","2023-12-30 21:23:29","","","","","2980","","","","CEUR workshop proceedings","","","","CEUR-WS.org","","","","","","","","","Citation Key: DBLP:conf/semweb/Hassanzadeh21 tex.bibsource: dblp computer science bibliography, https://dblp.org tex.timestamp: Fri, 10 Mar 2023 16:23:07 +0100","","; /Users/oktie/Zotero/storage/A8N7XJJ6/Hassanzadeh_2021_Predicting the future with wikidata and wikipedia.pdf","https://dblp.org/rec/conf/semweb/Hassanzadeh21.bib","","","Seneviratne, Oshani; Pesquita, Catia; Sequeda, Juan; Etcheverry, Lorena","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"83CJCQDA","conferencePaper","2021","Feblowitz, Mark; Hassanzadeh, Oktie; Katz, Michael; Sohrabi, Shirin; Srinivas, Kavitha; Udrea, Octavian","IBM scenario planning advisor: A neuro-symbolic ERM solution","Thirty-fifth AAAI conference on artificial intelligence, AAAI 2021, thirty-third conference on innovative applications of artificial intelligence, IAAI 2021, the eleventh symposium on educational advances in artificial intelligence, EAAI 2021, virtual event, february 2-9, 2021","","","10.1609/AAAI.V35I18.18003","https://doi.org/10.1609/aaai.v35i18.18003","","2021","2023-12-30 21:23:29","2023-12-30 21:23:29","","16032–16034","","","","","","","","","","","AAAI Press","","","","","","","","","Citation Key: DBLP:conf/aaai/FeblowitzH0SSU21 tex.bibsource: dblp computer science bibliography, https://dblp.org tex.timestamp: Mon, 04 Sep 2023 01:00:00 +0200","","; /Users/oktie/Zotero/storage/97VW72D8/Feblowitz et al_2021_IBM scenario planning advisor.pdf","https://dblp.org/rec/conf/aaai/FeblowitzH0SSU21.bib","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Q58GEKEL","conferencePaper","2021","Bhandari, Manik; Feblowitz, Mark; Hassanzadeh, Oktie; Srinivas, Kavitha; Sohrabi, Shirin","Unsupervised causal knowledge extraction from text using natural language inference (student abstract)","Thirty-fifth AAAI conference on artificial intelligence, AAAI 2021, thirty-third conference on innovative applications of artificial intelligence, IAAI 2021, the eleventh symposium on educational advances in artificial intelligence, EAAI 2021, virtual event, february 2-9, 2021","","","10.1609/AAAI.V35I18.17876","https://doi.org/10.1609/aaai.v35i18.17876","","2021","2023-12-30 21:23:29","2023-12-30 21:23:29","","15759–15760","","","","","","","","","","","AAAI Press","","","","","","","","","Citation Key: DBLP:conf/aaai/BhandariFHSS21 tex.bibsource: dblp computer science bibliography, https://dblp.org tex.timestamp: Mon, 04 Sep 2023 12:29:24 +0200","","/Users/oktie/Zotero/storage/QSAX42UV/Bhandari et al_2021_Unsupervised causal knowledge extraction from text using natural language.pdf; ","https://dblp.org/rec/conf/aaai/BhandariFHSS21.bib","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"G4QP55ML","conferencePaper","2021","Hassanzadeh, Oktie","Building a knowledge graph of events and consequences using wikidata","Proceedings of the 2nd wikidata workshop (wikidata 2021) co-located with the 20th international semantic web conference (ISWC 2021), virtual conference, october 24, 2021","","","","https://ceur-ws.org/Vol-2982/paper-12.pdf","","2021","2023-12-30 21:23:29","2023-12-30 21:23:29","","","","","2982","","","","CEUR workshop proceedings","","","","CEUR-WS.org","","","","","","","","","Citation Key: DBLP:conf/semweb/Hassanzadeh21a tex.bibsource: dblp computer science bibliography, https://dblp.org tex.timestamp: Fri, 10 Mar 2023 16:23:09 +0100","","; /Users/oktie/Zotero/storage/3HHI2PSC/Hassanzadeh_2021_Building a knowledge graph of events and consequences using wikidata.pdf","https://dblp.org/rec/conf/semweb/Hassanzadeh21a.bib","","","Kaffee, Lucie-Aimée; Razniewski, Simon; Hogan, Aidan","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8VM38AUX","conferencePaper","2021","Cutrona, Vincenzo; Chen, Jiaoyan; Efthymiou, Vasilis; Hassanzadeh, Oktie; Jiménez-Ruiz, Ernesto; Sequeda, Juan; Srinivas, Kavitha; Abdelmageed, Nora; Hulsebos, Madelon; Oliveira, Daniela; Pesquita, Catia","Results of SemTab 2021","Proceedings of the semantic web challenge on tabular data to knowledge graph matching co-located with the 20th international semantic web conference (ISWC 2021), virtual conference, october 27, 2021","","","","https://ceur-ws.org/Vol-3103/paper0.pdf","","2021","2023-12-30 21:23:29","2023-12-30 21:23:29","","1–12","","","3103","","","","CEUR workshop proceedings","","","","CEUR-WS.org","","","","","","","","","Citation Key: DBLP:conf/semweb/CutronaCEHJSSAH21 tex.bibsource: dblp computer science bibliography, https://dblp.org tex.timestamp: Fri, 10 Mar 2023 16:23:05 +0100","","; /Users/oktie/Zotero/storage/XMPK43BV/Cutrona et al_2021_Results of SemTab 2021.pdf","https://dblp.org/rec/conf/semweb/CutronaCEHJSSAH21.bib","","","Jiménez-Ruiz, Ernesto; Efthymiou, Vasilis; Chen, Jiaoyan; Cutrona, Vincenzo; Hassanzadeh, Oktie; Sequeda, Juan; Srinivas, Kavitha; Abdelmageed, Nora; Hulsebos, Madelon; Oliveira, Daniela; Pesquita, Catia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZSNUEGPW","book","2022","","Proceedings of the semantic web challenge on tabular data to knowledge graph matching co-located with the 20th international semantic web conference (ISWC 2021), virtual conference, october 27, 2021","","","","","https://ceur-ws.org/Vol-3103","","2022","2023-12-30 21:23:29","2023-12-30 21:23:29","","","","","3103","","","","CEUR workshop proceedings","","","","CEUR-WS.org","","","","","","","","","Citation Key: DBLP:conf/semweb/2021semtab tex.bibsource: dblp computer science bibliography, https://dblp.org tex.timestamp: Fri, 10 Mar 2023 00:00:00 +0100 tex.urn: urn:nbn:de:0074-3103-0","","; /Users/oktie/Zotero/storage/9VRCZ5MD/Jiménez-Ruiz et al_2022_Proceedings of the semantic web challenge on tabular data to knowledge graph.pdf","https://dblp.org/rec/conf/semweb/2021semtab.bib","","","Jiménez-Ruiz, Ernesto; Efthymiou, Vasilis; Chen, Jiaoyan; Cutrona, Vincenzo; Hassanzadeh, Oktie; Sequeda, Juan; Srinivas, Kavitha; Abdelmageed, Nora; Hulsebos, Madelon; Oliveira, Daniela; Pesquita, Catia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"L2BB4PYS","book","2022","","Proceedings of the 16th International Workshop on Ontology Matching co-located with the 20th International Semantic Web Conference (ISWC 2021), Virtual conference, October 25, 2021","","","","","https://ceur-ws.org/Vol-3063","","2022","2023-12-30 21:23:29","2023-12-30 21:23:29","","","","","3063","","","","CEUR workshop proceedings","","","","CEUR-WS.org","","","","","","","","","Citation Key: DBLP:conf/semweb/2021om tex.bibsource: dblp computer science bibliography, https://dblp.org tex.timestamp: Fri, 10 Mar 2023 00:00:00 +0100 tex.urn: urn:nbn:de:0074-3063-7","","; /Users/oktie/Zotero/storage/PQGGM8EV/Shvaiko et al_2022_Proceedings of the 16th International Workshop on Ontology Matching co-located.pdf","https://dblp.org/rec/conf/semweb/2021om.bib","","","Shvaiko, Pavel; Euzenat, Jérôme; Jiménez-Ruiz, Ernesto; Hassanzadeh, Oktie; Trojahn, Cássia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DQYGD6WR","journalArticle","2022","Bhattacharjya, Debarun; Sihag, Saurabh; Hassanzadeh, Oktie; Bialik, Liza","Summary markov models for event sequences","CoRR","","","10.48550/ARXIV.2205.03375","https://doi.org/10.48550/arXiv.2205.03375","","2022","2023-12-30 21:23:29","2023-12-30 21:23:29","","","","","abs/2205.03375","","","","","","","","","","","","","","","","","Citation Key: DBLP:journals/corr/abs-2205-03375 arXiv: 2205.03375 tex.bibsource: dblp computer science bibliography, https://dblp.org tex.timestamp: Wed, 11 May 2022 01:00:00 +0200","","/Users/oktie/Zotero/storage/74NZXH35/Bhattacharjya et al_2022_Summary markov models for event sequences.pdf; ","https://dblp.org/rec/journals/corr/abs-2205-03375.bib","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6R7DXAVH","conferencePaper","2022","Shirai, Sola S.; Khatiwada, Aamod; Hassanzadeh, Oktie; Bhattacharjya, Debarun","Rule-based link prediction over event-related causal knowledge in wikidata","Proceedings of the 3rd wikidata workshop 2022 co-located with the 21st international semantic web conference (ISWC2022), virtual event, hanghzou, china, october 2022","","","","https://ceur-ws.org/Vol-3262/paper14.pdf","","2022","2023-12-30 21:23:29","2023-12-30 21:23:29","","","","","3262","","","","CEUR workshop proceedings","","","","CEUR-WS.org","","","","","","","","","Citation Key: DBLP:conf/semweb/ShiraiKHB22 tex.bibsource: dblp computer science bibliography, https://dblp.org tex.timestamp: Wed, 02 Aug 2023 09:02:08 +0200","","; /Users/oktie/Zotero/storage/TQPPIPU7/Shirai et al_2022_Rule-based link prediction over event-related causal knowledge in wikidata.pdf","https://dblp.org/rec/conf/semweb/ShiraiKHB22.bib","","","Kaffee, Lucie-Aimée; Razniewski, Simon; Amaral, Gabriel; Alghamdi, Kholoud Saad","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SHDP3WVY","conferencePaper","2022","Khatiwada, Aamod; Shirai, Sola; Srinivas, Kavitha; Hassanzadeh, Oktie","Knowledge graph embeddings for causal relation prediction","Proceedings of the workshop on deep learning for knowledge graphs (DL4KG 2022) co-located with the 21th international semantic web conference (ISWC 2022), virtual conference, online, october 24, 2022","","","","https://ceur-ws.org/Vol-3342/paper-8.pdf","","2022","2023-12-30 21:23:29","2023-12-30 21:23:29","","","","","3342","","","","CEUR workshop proceedings","","","","CEUR-WS.org","","","","","","","","","Citation Key: DBLP:conf/semweb/KhatiwadaSSH22 tex.bibsource: dblp computer science bibliography, https://dblp.org tex.timestamp: Fri, 10 Mar 2023 16:23:07 +0100","","; /Users/oktie/Zotero/storage/CPJY6DUE/Khatiwada et al_2022_Knowledge graph embeddings for causal relation prediction.pdf","https://dblp.org/rec/conf/semweb/KhatiwadaSSH22.bib","","","Alam, Mehwish; Cochez, Michael","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UXK8EZHP","conferencePaper","2022","Hassanzadeh, Oktie; Awasthy, Parul; Barker, Ken; Bhardwaj, Onkar; Bhattacharjya, Debarun; Feblowitz, Mark; Martie, Lee; Ni, Jian; Srinivas, Kavitha; Yip, Lucy","Knowledge-based news event analysis and forecasting toolkit","Proceedings of the thirty-first international joint conference on artificial intelligence, IJCAI 2022, vienna, austria, 23-29 july 2022","","","10.24963/IJCAI.2022/850","https://doi.org/10.24963/ijcai.2022/850","","2022","2023-12-30 21:23:29","2023-12-30 21:23:29","","5904–5907","","","","","","","","","","","ijcai.org","","","","","","","","","Citation Key: DBLP:conf/ijcai/HassanzadehA0BB22 tex.bibsource: dblp computer science bibliography, https://dblp.org tex.timestamp: Wed, 27 Jul 2022 01:00:00 +0200","","; /Users/oktie/Zotero/storage/EGUPJG6D/Hassanzadeh et al_2022_Knowledge-based news event analysis and forecasting toolkit.pdf","https://dblp.org/rec/conf/ijcai/HassanzadehA0BB22.bib","","","Raedt, Luc De","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YSQ9QV2E","conferencePaper","2022","Papadakis, George; Efthymiou, Vasilis; Thanos, Emmanouil; Hassanzadeh, Oktie","Bipartite graph matching algorithms for clean-clean entity resolution: An empirical evaluation","Proceedings of the 25th international conference on extending database technology, EDBT 2022, edinburgh, UK, march 29 - april 1, 2022","","","10.48786/EDBT.2022.41","https://doi.org/10.48786/edbt.2022.41","","2022","2023-12-30 21:23:29","2023-12-30 21:23:29","","2:462–2:474","","","","","","","","","","","OpenProceedings.org","","","","","","","","","Citation Key: DBLP:conf/edbt/0001ETH22 tex.bibsource: dblp computer science bibliography, https://dblp.org tex.timestamp: Tue, 11 Oct 2022 14:23:40 +0200","","; /Users/oktie/Zotero/storage/D7L44278/Papadakis et al_2022_Bipartite graph matching algorithms for clean-clean entity resolution.pdf","https://dblp.org/rec/conf/edbt/0001ETH22.bib","","","Stoyanovich, Julia; Teubner, Jens; Guagliardo, Paolo; Nikolic, Milos; Pieris, Andreas; Mühlig, Jan; Özcan, Fatma; Schelter, Sebastian; Jagadish, H. V.; Zhang, Meihui","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
